drug_concept_name,condition_concept_name,PRR,mean_reporting_frequency,drug_concept_name_tokens,condition_concept_name_tokens
hypromellose,vertebral foraminal stenosis,10.0,0.00105152,"[101, 1044, 22571, 21716, 15350, 3366, 102]","[101, 2310, 19731, 10024, 2140, 2005, 27651, 2140, 26261, 27109, 102]"
hypromellose,hepatocellular carcinoma,5.0,0.00105152,"[101, 1044, 22571, 21716, 15350, 3366, 102]","[101, 2002, 4502, 3406, 16882, 2482, 21081, 2863, 102]"
hypromellose,exposure during pregnancy,0.588235,0.00105152,"[101, 1044, 22571, 21716, 15350, 3366, 102]","[101, 7524, 2076, 10032, 102]"
hypromellose,pneumocystis jirovecii pneumonia,3.33333,0.00105152,"[101, 1044, 22571, 21716, 15350, 3366, 102]","[101, 1052, 2638, 2819, 10085, 27268, 2483, 10147, 17597, 6895, 2072, 18583, 102]"
hypromellose,medication residue present,10.0,0.00105152,"[101, 1044, 22571, 21716, 15350, 3366, 102]","[101, 14667, 21755, 2556, 102]"
hypromellose,large intestinal stenosis,10.0,0.00105152,"[101, 1044, 22571, 21716, 15350, 3366, 102]","[101, 2312, 20014, 19126, 26261, 27109, 102]"
hypromellose,intentional product misuse,2.0,0.00105152,"[101, 1044, 22571, 21716, 15350, 3366, 102]","[101, 21249, 4031, 28616, 8557, 102]"
methyl salicylate,anaemia,0.118343,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9617, 17577, 102]"
methyl salicylate,coagulopathy,1.42857,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 28155, 24848, 29477, 16921, 102]"
methyl salicylate,jaundice,0.625,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 14855, 8630, 6610, 102]"
methyl salicylate,leukaemia,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3393, 15750, 17577, 102]"
methyl salicylate,hodgkins disease,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 7570, 2094, 2290, 14322, 4295, 102]"
methyl salicylate,lymphoma,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1048, 24335, 8458, 9626, 102]"
methyl salicylate,nonhodgkins lymphoma,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2512, 6806, 2094, 2290, 14322, 1048, 24335, 8458, 9626, 102]"
methyl salicylate,multiple myeloma,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3674, 2026, 18349, 2863, 102]"
methyl salicylate,metastases to lymph nodes,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18804, 9153, 8583, 2000, 1048, 24335, 8458, 14164, 102]"
methyl salicylate,leukocytosis,0.47619,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3393, 6968, 10085, 22123, 12650, 102]"
methyl salicylate,arrhythmia,1.6129,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 12098, 25032, 22123, 26837, 2050, 102]"
methyl salicylate,bradycardia,0.222222,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 10184, 11522, 2401, 102]"
methyl salicylate,tachycardia,0.384615,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11937, 11714, 11522, 2401, 102]"
methyl salicylate,arrhythmia supraventricular,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 12098, 25032, 22123, 26837, 2050, 10514, 18098, 10696, 3372, 7277, 7934, 102]"
methyl salicylate,atrial fibrillation,0.609756,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2012, 14482, 10882, 23736, 20382, 102]"
methyl salicylate,atrial flutter,1.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2012, 14482, 23638, 102]"
methyl salicylate,cardiac arrest,0.638298,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 15050, 6545, 102]"
methyl salicylate,cardiac disorder,0.227273,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 15050, 8761, 102]"
methyl salicylate,heart injury,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2540, 4544, 102]"
methyl salicylate,intracardiac thrombus,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 26721, 11522, 20469, 16215, 21716, 8286, 102]"
methyl salicylate,hypertensive heart disease,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 23760, 25808, 3512, 2540, 4295, 102]"
methyl salicylate,dizziness,0.39604,0.0167364,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4487, 29212, 102]"
methyl salicylate,dizziness postural,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4487, 29212, 2695, 11137, 102]"
methyl salicylate,haemoptysis,0.37037,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5292, 6633, 7361, 3723, 6190, 102]"
methyl salicylate,palpitations,0.816327,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 14412, 23270, 10708, 102]"
methyl salicylate,syncope,0.12987,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 26351, 17635, 102]"
methyl salicylate,dyspnoea,0.332103,0.0188285,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1040, 7274, 2361, 3630, 5243, 102]"
methyl salicylate,orthopnoea,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2030, 2705, 7361, 3630, 5243, 102]"
methyl salicylate,coronary artery disease,0.277778,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21887, 2854, 16749, 4295, 102]"
methyl salicylate,coronary artery occlusion,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21887, 2854, 16749, 1051, 9468, 24117, 102]"
methyl salicylate,angina pectoris,0.714286,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17076, 3981, 21877, 16761, 2483, 102]"
methyl salicylate,chest discomfort,0.571429,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3108, 17964, 102]"
methyl salicylate,chest pain,0.535714,0.0188285,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3108, 3255, 102]"
methyl salicylate,myocardial infarction,0.47619,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2026, 24755, 25070, 1999, 14971, 7542, 102]"
methyl salicylate,endocarditis,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2203, 24755, 17080, 7315, 102]"
methyl salicylate,ascites,0.454545,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2004, 17847, 2015, 102]"
methyl salicylate,oedema peripheral,0.776699,0.0167364,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1051, 14728, 2863, 15965, 102]"
methyl salicylate,cardiac failure,0.833333,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 15050, 4945, 102]"
methyl salicylate,cardiac failure congestive,0.15625,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 15050, 4945, 26478, 4355, 3512, 102]"
methyl salicylate,pulmonary congestion,1.42857,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21908, 20176, 102]"
methyl salicylate,pulmonary oedema,0.384615,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21908, 1051, 14728, 2863, 102]"
methyl salicylate,cardiomyopathy,0.769231,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4003, 18994, 7677, 20166, 102]"
methyl salicylate,cardiomegaly,0.833333,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4003, 18994, 29107, 2135, 102]"
methyl salicylate,dilatation ventricular,2.5,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 29454, 6790, 3508, 18834, 7277, 7934, 102]"
methyl salicylate,ventricular dysfunction,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18834, 7277, 7934, 28466, 102]"
methyl salicylate,peripheral swelling,0.555556,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 15965, 18348, 102]"
methyl salicylate,cerebral palsy,10.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18439, 14412, 6508, 102]"
methyl salicylate,ear pain,0.714286,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4540, 3255, 102]"
methyl salicylate,glucose tolerance impaired,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18423, 13986, 18234, 102]"
methyl salicylate,hypercalcaemia,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 23760, 9289, 3540, 17577, 102]"
methyl salicylate,thyroid disorder,2.5,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 29610, 8761, 102]"
methyl salicylate,hypothyroidism,0.909091,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1044, 22571, 14573, 12541, 9314, 2964, 102]"
methyl salicylate,cataract,1.25,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4937, 5400, 6593, 102]"
methyl salicylate,corneal abrasion,20.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9781, 15879, 11113, 8180, 3258, 102]"
methyl salicylate,eye disorder,6.25,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3239, 8761, 102]"
methyl salicylate,eye pain,0.588235,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3239, 3255, 102]"
methyl salicylate,eye swelling,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3239, 18348, 102]"
methyl salicylate,glaucoma,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1043, 17298, 9006, 2050, 102]"
methyl salicylate,conjunctivitis,0.666667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9530, 19792, 6593, 12848, 13706, 102]"
methyl salicylate,eye discharge,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3239, 11889, 102]"
methyl salicylate,eye infection,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3239, 8985, 102]"
methyl salicylate,eye irritation,4.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3239, 17373, 102]"
methyl salicylate,eye pruritus,5.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3239, 10975, 9496, 5809, 102]"
methyl salicylate,ocular hyperaemia,3.33333,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1051, 15431, 23760, 6679, 10092, 102]"
methyl salicylate,mydriasis,1.81818,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2026, 13626, 7951, 2483, 102]"
methyl salicylate,abnormal sensation in eye,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 19470, 8742, 1999, 3239, 102]"
methyl salicylate,blindness,0.833333,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 26290, 102]"
methyl salicylate,visual acuity reduced,1.17647,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5107, 9353, 18518, 4359, 102]"
methyl salicylate,vision blurred,0.701754,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4432, 18449, 102]"
methyl salicylate,visual impairment,0.333333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5107, 25172, 102]"
methyl salicylate,visual disturbance,2.22222,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5107, 16915, 102]"
methyl salicylate,anorectal disorder,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2019, 5686, 25572, 2140, 8761, 102]"
methyl salicylate,proctalgia,0.666667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4013, 25572, 2140, 10440, 102]"
methyl salicylate,colon adenoma,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 16844, 16298, 9626, 102]"
methyl salicylate,dental caries,0.714286,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11394, 2482, 3111, 102]"
methyl salicylate,tooth infection,0.909091,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11868, 8985, 102]"
methyl salicylate,periodontal disease,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2558, 12162, 2389, 4295, 102]"
methyl salicylate,tooth disorder,0.833333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11868, 8761, 102]"
methyl salicylate,tooth fracture,1.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11868, 19583, 102]"
methyl salicylate,sensitivity of teeth,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 14639, 1997, 4091, 102]"
methyl salicylate,toothache,0.555556,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11868, 15395, 102]"
methyl salicylate,gingival disorder,5.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18353, 5856, 10175, 8761, 102]"
methyl salicylate,gingivitis,1.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18353, 5856, 5737, 7315, 102]"
methyl salicylate,gingival bleeding,1.66667,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18353, 5856, 10175, 9524, 102]"
methyl salicylate,gingival pain,5.71429,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18353, 5856, 10175, 3255, 102]"
methyl salicylate,tooth loss,0.666667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11868, 3279, 102]"
methyl salicylate,gastrointestinal disorder,1.875,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3806, 13181, 18447, 19126, 8761, 102]"
methyl salicylate,gastric haemorrhage,1.11111,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3806, 12412, 5292, 6633, 2953, 25032, 4270, 102]"
methyl salicylate,anal haemorrhage,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 20302, 5292, 6633, 2953, 25032, 4270, 102]"
methyl salicylate,rectal haemorrhage,0.344828,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 28667, 9080, 5292, 6633, 2953, 25032, 4270, 102]"
methyl salicylate,haematochezia,0.8,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5292, 14545, 3406, 5403, 12871, 102]"
methyl salicylate,melaena,0.322581,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11463, 6679, 2532, 102]"
methyl salicylate,gastritis,0.625,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3806, 18886, 7315, 102]"
methyl salicylate,crohns disease,1.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 13675, 11631, 3619, 4295, 102]"
methyl salicylate,duodenitis,2.85714,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6829, 4181, 13706, 102]"
methyl salicylate,enteritis,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4607, 13706, 102]"
methyl salicylate,enterocolitis,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4607, 24163, 15909, 2483, 102]"
methyl salicylate,oesophagitis,0.666667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1051, 2229, 7361, 3270, 23806, 2483, 102]"
methyl salicylate,diarrhoea,0.56872,0.0251046,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 22939, 12171, 14490, 2050, 102]"
methyl salicylate,constipation,0.26087,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9530, 16643, 24952, 2239, 102]"
methyl salicylate,gastrooesophageal reflux disease,0.266667,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3806, 13181, 22504, 7361, 3270, 3351, 2389, 25416, 25148, 4295, 102]"
methyl salicylate,gastrointestinal motility disorder,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3806, 13181, 18447, 19126, 9587, 18724, 8761, 102]"
methyl salicylate,irritable bowel syndrome,0.588235,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 20868, 17728, 3468, 6812, 2884, 8715, 102]"
methyl salicylate,dyspepsia,0.754717,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1040, 7274, 5051, 4523, 2401, 102]"
methyl salicylate,eructation,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9413, 14194, 12516, 102]"
methyl salicylate,faeces discoloured,0.909091,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17282, 9623, 12532, 23743, 5596, 102]"
methyl salicylate,abdominal distension,0.612245,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21419, 4487, 16173, 10992, 102]"
methyl salicylate,flatulence,2.30769,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4257, 9307, 5897, 102]"
methyl salicylate,abdominal pain,0.681818,0.0188285,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21419, 3255, 102]"
methyl salicylate,abdominal pain upper,0.408163,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21419, 3255, 3356, 102]"
methyl salicylate,abdominal tenderness,0.769231,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21419, 24605, 102]"
methyl salicylate,oesophageal pain,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1051, 2229, 7361, 3270, 3351, 2389, 3255, 102]"
methyl salicylate,abdominal discomfort,0.285714,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21419, 17964, 102]"
methyl salicylate,breath odour,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3052, 1051, 26797, 2099, 102]"
methyl salicylate,dysphagia,0.555556,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1040, 7274, 21890, 10440, 102]"
methyl salicylate,faecal incontinence,2.5,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17282, 9289, 4297, 12162, 21820, 3401, 102]"
methyl salicylate,hiccups,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 7632, 9468, 22264, 102]"
methyl salicylate,nausea,0.292208,0.0188285,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 19029, 102]"
methyl salicylate,vomiting,0.86758,0.039749,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 24780, 102]"
methyl salicylate,intestinal obstruction,0.666667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 20014, 19126, 27208, 102]"
methyl salicylate,gastric ulcer,0.526316,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3806, 12412, 17359, 17119, 102]"
methyl salicylate,diverticular perforation,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 27345, 21412, 2566, 29278, 3370, 102]"
methyl salicylate,large intestine perforation,1.66667,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2312, 20014, 4355, 3170, 2566, 29278, 3370, 102]"
methyl salicylate,gastrointestinal necrosis,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3806, 13181, 18447, 19126, 26785, 29166, 102]"
methyl salicylate,haemorrhoids,0.344828,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5292, 6633, 2953, 25032, 17086, 102]"
methyl salicylate,gastric cancer,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3806, 12412, 4456, 102]"
methyl salicylate,chapped lips,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 15775, 11469, 2970, 102]"
methyl salicylate,cheilitis,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18178, 18622, 7315, 102]"
methyl salicylate,lip swelling,0.666667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5423, 18348, 102]"
methyl salicylate,oral disorder,7.5,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 8700, 8761, 102]"
methyl salicylate,pharyngitis,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6887, 5649, 3070, 13706, 102]"
methyl salicylate,oral pain,6.25,0.0209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 8700, 3255, 102]"
methyl salicylate,throat irritation,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3759, 17373, 102]"
methyl salicylate,foaming at mouth,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17952, 2075, 2012, 2677, 102]"
methyl salicylate,hypoaesthesia oral,0.833333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1044, 22571, 10441, 25344, 8700, 102]"
methyl salicylate,oral discomfort,32.0,0.0334728,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 8700, 17964, 102]"
methyl salicylate,oropharyngeal blistering,6.66667,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 20298, 21890, 18143, 3351, 2389, 1038, 9863, 7999, 102]"
methyl salicylate,gingival oedema,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18353, 5856, 10175, 1051, 14728, 2863, 102]"
methyl salicylate,oedema mouth,30.0,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1051, 14728, 2863, 2677, 102]"
methyl salicylate,oropharyngeal swelling,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 20298, 21890, 18143, 3351, 2389, 18348, 102]"
methyl salicylate,aphthous stomatitis,8.0,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9706, 11039, 6806, 2271, 2358, 9626, 3775, 7315, 102]"
methyl salicylate,stomatitis,2.38095,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2358, 9626, 3775, 7315, 102]"
methyl salicylate,peritonitis,1.11111,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2566, 9956, 3490, 7315, 102]"
methyl salicylate,retroperitoneal haematoma,5.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 22307, 4842, 9956, 22084, 2140, 5292, 14545, 20389, 2050, 102]"
methyl salicylate,retroperitoneal haemorrhage,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 22307, 4842, 9956, 22084, 2140, 5292, 6633, 2953, 25032, 4270, 102]"
methyl salicylate,dry mouth,0.810811,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4318, 2677, 102]"
methyl salicylate,lip dry,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5423, 4318, 102]"
methyl salicylate,ageusia,10.0,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2287, 24118, 102]"
methyl salicylate,dysgeusia,0.645161,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1040, 7274, 3351, 24118, 102]"
methyl salicylate,glossitis,10.0,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 27068, 13706, 102]"
methyl salicylate,tongue disorder,4.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4416, 8761, 102]"
methyl salicylate,tongue ulceration,2.5,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4416, 17359, 19357, 3508, 102]"
methyl salicylate,glossodynia,5.38462,0.0146444,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 27068, 7716, 6038, 2401, 102]"
methyl salicylate,swollen tongue,2.08333,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 13408, 4416, 102]"
methyl salicylate,stomach discomfort,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4308, 17964, 102]"
methyl salicylate,oral intake reduced,0.909091,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 8700, 13822, 4359, 102]"
methyl salicylate,pharyngolaryngeal pain,2.72727,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6887, 5649, 16656, 28221, 15465, 2389, 3255, 102]"
methyl salicylate,application site burn,2.61364,0.0481172,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 6402, 102]"
methyl salicylate,application site dermatitis,20.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 4315, 18900, 13706, 102]"
methyl salicylate,application site discolouration,3.84615,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 12532, 23743, 8156, 102]"
methyl salicylate,application site discomfort,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 17964, 102]"
methyl salicylate,application site erosion,2.5,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 14173, 102]"
methyl salicylate,application site erythema,1.11111,0.0230126,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 9413, 26688, 2863, 102]"
methyl salicylate,application site exfoliation,4.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 4654, 21710, 3508, 102]"
methyl salicylate,application site irritation,1.66667,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 17373, 102]"
methyl salicylate,application site pain,0.656934,0.0188285,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 3255, 102]"
methyl salicylate,application site pruritus,1.17647,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 10975, 9496, 5809, 102]"
methyl salicylate,application site rash,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 23438, 102]"
methyl salicylate,application site reaction,1.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 4668, 102]"
methyl salicylate,application site scab,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 8040, 7875, 102]"
methyl salicylate,application site scar,2.30769,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 11228, 102]"
methyl salicylate,application site swelling,1.81818,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 18348, 102]"
